epoch  dt     fluence       fper          cbol    peak          rate       fedd          u_dt      u_fluence     u_fper        u_cbol  u_peak        u_rate    u_fedd        tail_index  u_tail_index
1997   2.681  3.810000e-07  3.720000e-09  1.4500  6.100000e-08   8.951884  6.100000e-08  0.007000  3.000000e-09  4.245139e-10  0.09    2.000000e-09  0.023373  2.000000e-09 -2.134098    0.065847    
2009   1.892  3.710000e-07  5.700000e-09  1.4981  5.660000e-08  12.684989  5.660000e-08  0.000278  1.000000e-08  5.992400e-11  0.00    1.400000e-09  0.001862  1.400000e-09 -1.784869    0.172215
